cap-shape,cap-surface,cap-color,bruises,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-type,veil-color,ring-number,ring-type,spore-print-color,population,habitat
x,s,w,t,a,f,c,b,k,e,c,s,s,w,w,p,w,o,p,n,s,g
f,s,n,f,y,f,c,n,b,t,?,k,k,w,w,p,w,o,e,w,v,p
b,y,w,t,l,f,c,b,w,e,c,s,s,w,w,p,w,o,p,n,s,g
x,y,g,f,f,f,c,b,h,e,b,k,k,n,p,p,w,o,l,h,v,d
f,s,b,t,f,f,c,b,p,t,b,s,f,w,w,p,w,o,p,h,s,g
b,s,w,f,n,f,w,b,w,e,?,k,k,w,w,p,w,t,p,w,n,g
x,y,n,f,f,f,c,n,b,t,?,k,s,w,p,p,w,o,e,w,v,p
x,y,n,f,s,f,c,n,b,t,?,s,s,w,w,p,w,o,e,w,v,p
f,f,g,t,n,f,c,b,n,t,b,s,s,w,w,p,w,o,p,k,y,d
b,y,y,t,l,f,c,b,w,e,c,s,s,w,w,p,w,o,p,n,s,g
x,y,y,f,f,f,c,b,h,e,b,k,k,p,b,p,w,o,l,h,v,p
x,s,w,t,a,f,w,n,n,t,b,s,s,w,w,p,w,o,p,n,v,d
x,s,b,t,n,f,c,b,e,e,?,s,s,w,e,p,w,t,e,w,c,w
x,y,n,f,f,f,c,n,b,t,?,k,s,p,p,p,w,o,e,w,v,l
x,y,g,t,n,f,c,b,w,t,b,s,s,g,g,p,w,o,p,n,y,d
k,y,e,f,f,f,c,n,b,t,?,k,k,p,w,p,w,o,e,w,v,d
x,f,n,t,n,f,c,b,p,t,b,s,s,g,w,p,w,o,p,n,y,d
x,y,c,f,n,f,w,n,w,e,b,f,s,w,n,p,w,o,e,w,v,l
f,s,b,t,f,f,c,b,w,t,b,s,s,w,w,p,w,o,p,h,v,g
x,s,g,f,n,f,w,b,n,t,e,s,f,w,w,p,w,o,e,n,a,g
f,y,w,t,p,f,c,n,k,e,e,s,s,w,w,p,w,o,p,k,v,u
x,y,e,f,m,f,c,b,w,e,c,k,y,c,c,p,w,n,n,w,c,d
k,s,e,f,f,f,c,n,b,t,?,k,s,w,p,p,w,o,e,w,v,d
x,f,e,t,n,f,c,b,w,t,b,s,s,g,p,p,w,o,p,k,y,d
x,f,g,f,n,f,c,n,k,e,e,s,s,w,w,p,w,o,p,k,y,u
f,f,g,f,f,f,c,b,p,e,b,k,k,p,n,p,w,o,l,h,v,p
x,s,w,f,n,f,w,b,k,t,e,f,f,w,w,p,w,o,e,n,s,g
x,f,y,f,f,f,c,b,g,e,b,k,k,n,n,p,w,o,l,h,y,g
f,y,n,t,n,f,c,b,w,t,b,s,s,w,p,p,w,o,p,n,v,d
x,s,e,f,f,f,c,n,b,t,?,k,s,p,p,p,w,o,e,w,v,d
x,f,y,f,f,f,c,b,h,e,b,k,k,n,n,p,w,o,l,h,y,g
x,s,y,t,l,f,c,b,n,e,c,s,s,w,w,p,w,o,p,n,n,g
x,y,y,f,f,f,c,b,p,e,b,k,k,n,b,p,w,o,l,h,y,g
x,y,u,f,n,f,c,n,h,e,?,s,f,w,w,p,w,o,f,h,v,d
x,s,n,f,y,f,c,n,b,t,?,k,s,p,w,p,w,o,e,w,v,d
x,s,w,t,f,f,c,b,h,t,b,f,f,w,w,p,w,o,p,h,v,g
k,y,e,f,f,f,c,n,b,t,?,k,k,w,w,p,w,o,e,w,v,d
x,s,n,f,n,a,c,b,o,e,?,s,s,o,o,p,n,o,p,y,v,l
x,s,w,f,n,f,w,b,p,t,e,f,f,w,w,p,w,o,e,n,s,g
k,y,e,f,y,f,c,n,b,t,?,s,k,w,w,p,w,o,e,w,v,d
k,s,n,f,n,a,c,b,y,e,?,s,s,o,o,p,n,o,p,b,v,l
b,s,w,t,l,f,c,b,n,e,c,s,s,w,w,p,w,o,p,n,s,g
x,s,n,f,n,a,c,b,y,e,?,s,s,o,o,p,o,o,p,n,v,l
f,y,e,t,n,f,c,b,w,t,b,s,s,w,w,p,w,o,p,k,y,d
f,s,e,f,y,f,c,n,b,t,?,s,k,w,w,p,w,o,e,w,v,l
x,y,b,t,n,f,c,b,e,e,?,s,s,w,w,p,w,t,e,w,c,w
f,y,g,f,f,f,c,b,p,e,b,k,k,n,b,p,w,o,l,h,y,d
f,y,e,t,n,f,c,b,p,t,b,s,s,g,g,p,w,o,p,k,v,d
f,f,g,f,n,f,c,n,n,e,e,s,s,w,w,p,w,o,p,n,y,u
x,s,w,f,n,f,w,b,g,e,?,s,k,w,w,p,w,t,p,w,n,g
k,y,n,f,s,f,c,n,b,t,?,k,k,w,w,p,w,o,e,w,v,p
x,y,g,f,f,f,c,b,p,e,b,k,k,n,n,p,w,o,l,h,y,p
f,y,y,t,l,f,c,b,w,e,r,s,y,w,w,p,w,o,p,k,s,g
x,f,y,f,f,f,c,b,p,e,b,k,k,p,p,p,w,o,l,h,y,d
b,y,y,t,l,f,c,b,g,e,c,s,s,w,w,p,w,o,p,k,n,m
f,s,p,t,n,f,c,b,w,e,?,s,s,w,w,p,w,t,e,w,c,w
x,s,e,f,f,f,c,n,b,t,?,s,s,p,p,p,w,o,e,w,v,p
x,y,n,t,n,f,c,b,w,t,b,s,s,w,w,p,w,o,p,k,v,d
f,f,n,t,n,f,c,b,u,t,b,s,s,g,w,p,w,o,p,k,v,d
x,y,n,f,n,f,c,n,w,e,?,k,y,w,y,p,w,o,e,w,v,d
k,y,n,f,y,f,c,n,b,t,?,k,s,w,p,p,w,o,e,w,v,d
f,y,g,f,f,f,c,b,p,e,b,k,k,n,p,p,w,o,l,h,y,d
x,s,n,f,n,f,w,b,n,t,e,f,s,w,w,p,w,o,e,k,a,g
x,f,w,f,n,f,w,b,h,t,e,f,s,w,w,p,w,o,e,n,a,g
f,f,g,t,n,f,c,b,p,t,b,s,s,p,g,p,w,o,p,n,v,d
f,f,e,t,n,f,c,b,n,t,b,s,s,p,g,p,w,o,p,k,y,d
x,y,e,t,n,f,c,b,p,t,b,s,s,p,g,p,w,o,p,n,v,d
b,y,b,t,n,f,c,b,g,e,b,s,s,w,w,p,w,t,p,r,v,g
f,f,e,t,n,f,c,b,w,t,b,s,s,g,g,p,w,o,p,n,y,d
f,s,n,f,n,a,c,b,y,e,?,s,s,o,o,p,o,o,p,b,c,l
b,s,w,t,n,f,c,b,w,e,b,s,s,w,w,p,w,t,p,r,v,m
x,f,g,f,f,f,c,b,g,e,b,k,k,n,n,p,w,o,l,h,y,p
f,s,g,t,f,f,c,b,h,t,b,f,f,w,w,p,w,o,p,h,v,g
k,s,g,f,n,f,w,b,g,e,?,k,s,w,w,p,w,t,p,w,n,g
f,s,w,t,p,f,c,n,p,e,e,s,s,w,w,p,w,o,p,n,v,u
k,s,n,f,n,a,c,b,o,e,?,s,s,o,o,p,o,o,p,y,c,l
f,s,e,f,f,f,c,n,b,t,?,k,s,w,p,p,w,o,e,w,v,l
f,f,e,t,n,f,c,b,p,t,b,s,s,p,g,p,w,o,p,n,v,d
x,y,y,t,l,f,c,b,n,e,r,s,y,w,w,p,w,o,p,n,y,p
x,f,g,f,n,f,w,b,p,e,?,k,k,w,w,p,w,t,p,w,n,g
f,y,e,f,y,f,c,n,b,t,?,k,s,w,w,p,w,o,e,w,v,d
f,f,n,t,n,f,c,b,w,t,b,s,s,p,w,p,w,o,p,k,v,d
f,f,w,f,n,f,w,b,h,t,e,f,f,w,w,p,w,o,e,k,a,g
f,s,w,f,n,f,w,b,k,t,e,f,s,w,w,p,w,o,e,k,s,g
f,s,w,f,n,f,w,b,p,t,e,f,f,w,w,p,w,o,e,n,s,g
x,s,n,f,y,f,c,n,b,t,?,s,s,p,p,p,w,o,e,w,v,p
x,s,p,f,c,f,w,n,g,e,b,s,s,w,w,p,w,o,p,n,v,d
b,s,y,t,l,f,c,b,w,e,c,s,s,w,w,p,w,o,p,n,n,m
x,s,y,t,a,f,c,b,n,e,c,s,s,w,w,p,w,o,p,n,s,g
x,f,y,f,f,f,c,b,h,e,b,k,k,n,n,p,w,o,l,h,y,d
f,s,e,f,f,f,c,n,b,t,?,s,s,w,w,p,w,o,e,w,v,d
f,y,n,f,y,f,c,n,b,t,?,s,s,w,w,p,w,o,e,w,v,l
x,y,e,t,n,f,c,b,w,t,b,s,s,g,p,p,w,o,p,k,y,d
f,f,g,f,f,f,c,b,g,e,b,k,k,n,b,p,w,o,l,h,v,d
k,s,n,f,s,f,c,n,b,t,?,s,k,w,p,p,w,o,e,w,v,p
f,y,g,f,f,f,c,b,g,e,b,k,k,p,p,p,w,o,l,h,v,g
f,y,g,f,f,f,c,b,h,e,b,k,k,b,p,p,w,o,l,h,y,p
x,f,n,t,n,f,c,b,u,t,b,s,s,g,g,p,w,o,p,n,y,d
x,s,w,t,l,f,c,b,g,e,c,s,s,w,w,p,w,o,p,n,n,g
x,f,g,t,n,f,c,b,n,t,b,s,s,p,p,p,w,o,p,n,v,d
f,f,g,f,f,f,c,b,g,e,b,k,k,p,p,p,w,o,l,h,y,g
f,f,n,t,n,f,c,b,n,t,b,s,s,p,w,p,w,o,p,n,v,d
f,f,g,t,n,f,c,b,w,t,b,s,s,g,g,p,w,o,p,k,y,d
f,f,w,f,n,f,w,b,h,t,e,s,s,w,w,p,w,o,e,n,a,g
x,f,w,f,c,f,w,n,p,e,b,s,s,w,w,p,w,o,p,n,v,d
x,y,e,f,y,f,c,n,b,t,?,k,k,w,w,p,w,o,e,w,v,p
k,y,e,f,y,f,c,n,b,t,?,k,k,w,p,p,w,o,e,w,v,d
x,s,w,t,f,f,c,b,h,t,b,s,s,w,w,p,w,o,p,h,v,g
f,f,g,f,f,f,c,b,p,e,b,k,k,b,b,p,w,o,l,h,v,g
x,y,e,f,s,f,c,n,b,t,?,s,s,w,p,p,w,o,e,w,v,l
f,s,n,f,n,f,w,b,n,t,e,f,s,w,w,p,w,o,e,n,s,g
f,f,n,f,n,f,w,b,k,t,e,s,s,w,w,p,w,o,e,n,a,g
x,f,n,t,n,f,c,b,n,t,b,s,s,p,p,p,w,o,p,k,v,d
f,s,e,f,y,f,c,n,b,t,?,k,s,p,w,p,w,o,e,w,v,d
f,f,y,f,f,f,c,b,h,e,b,k,k,p,p,p,w,o,l,h,v,p
s,f,g,f,n,f,c,n,n,e,e,s,s,w,w,p,w,o,p,k,v,u
x,y,y,f,f,f,c,b,p,e,b,k,k,b,n,p,w,o,l,h,y,g
x,y,y,f,f,f,c,b,p,e,b,k,k,p,n,p,w,o,l,h,v,p
f,y,n,t,l,f,c,b,p,e,r,s,y,w,w,p,w,o,p,n,y,p
f,f,g,t,n,f,c,b,n,t,b,s,s,p,g,p,w,o,p,n,v,d
k,s,n,f,s,f,c,n,b,t,?,k,k,p,w,p,w,o,e,w,v,d
x,s,p,f,c,f,c,n,n,e,b,s,s,w,w,p,w,o,p,n,v,d
f,y,g,t,n,f,c,b,n,t,b,s,s,g,g,p,w,o,p,n,v,d
x,y,g,t,n,f,c,b,u,t,b,s,s,g,p,p,w,o,p,k,y,d
x,y,y,f,f,f,c,b,p,e,b,k,k,n,p,p,w,o,l,h,v,g
x,f,n,t,n,f,c,b,u,t,b,s,s,g,w,p,w,o,p,n,y,d
x,y,y,f,f,f,c,b,p,e,b,k,k,n,n,p,w,o,l,h,y,d
k,s,n,f,y,f,c,n,b,t,?,k,s,p,w,p,w,o,e,w,v,l
b,f,g,f,n,f,w,b,p,e,?,k,s,w,w,p,w,t,p,w,s,g
x,y,g,f,f,f,c,b,g,e,b,k,k,b,p,p,w,o,l,h,y,d
x,s,b,t,f,f,c,b,p,t,b,s,f,w,w,p,w,o,p,h,s,u
x,s,n,f,f,f,c,n,b,t,?,s,s,w,w,p,w,o,e,w,v,l
x,f,g,f,f,f,c,b,g,e,b,k,k,p,p,p,w,o,l,h,y,d
f,y,e,f,y,f,c,n,b,t,?,k,s,w,w,p,w,o,e,w,v,l
k,s,e,f,f,f,c,n,b,t,?,s,k,p,w,p,w,o,e,w,v,p
f,y,g,t,n,f,c,b,n,t,b,s,s,w,g,p,w,o,p,n,v,d
x,y,e,t,n,f,c,b,p,t,b,s,s,g,w,p,w,o,p,n,y,d
b,s,w,t,l,f,c,b,n,e,c,s,s,w,w,p,w,o,p,k,n,m
f,y,e,t,n,f,c,b,p,t,b,s,s,g,w,p,w,o,p,n,y,d
b,y,w,t,a,f,c,b,n,e,c,s,s,w,w,p,w,o,p,n,n,g
x,y,w,t,l,f,c,b,w,e,c,s,s,w,w,p,w,o,p,n,n,m
k,s,n,f,f,f,c,n,b,t,?,k,s,p,w,p,w,o,e,w,v,l
f,s,w,t,a,f,w,n,n,t,b,s,s,w,w,p,w,o,p,u,v,d
f,s,n,t,p,f,c,n,n,e,e,s,s,w,w,p,w,o,p,n,s,g
x,s,w,t,a,f,w,n,p,t,b,s,s,w,w,p,w,o,p,n,v,d
k,f,n,f,n,f,w,n,w,e,b,s,f,w,n,p,w,o,e,w,v,l
f,y,e,f,s,f,c,n,b,t,?,s,k,w,p,p,w,o,e,w,v,l
x,s,n,t,p,f,c,n,w,e,e,s,s,w,w,p,w,o,p,n,v,g
c,g,w,t,n,f,w,n,w,e,b,s,s,w,w,p,w,o,p,w,c,l
k,s,n,f,n,a,c,b,n,e,?,s,s,o,o,p,o,o,p,y,c,l
x,y,c,f,n,f,w,n,w,e,b,s,s,w,n,p,w,o,e,w,v,l
f,s,g,f,n,f,w,b,p,t,e,s,f,w,w,p,w,o,e,n,a,g
k,y,e,f,y,f,c,n,b,t,?,k,k,w,w,p,w,o,e,w,v,d
f,y,y,f,f,f,c,b,g,e,b,k,k,b,p,p,w,o,l,h,v,g
x,y,n,t,n,f,c,b,p,t,b,s,s,w,w,p,w,o,p,n,y,d
x,s,n,f,f,f,c,n,b,t,?,s,s,w,p,p,w,o,e,w,v,d
f,f,n,t,n,f,c,b,p,t,b,s,s,g,g,p,w,o,p,k,y,d
x,s,n,f,f,f,c,n,b,t,?,s,k,p,p,p,w,o,e,w,v,p
x,f,e,t,n,f,c,b,w,t,b,s,s,p,g,p,w,o,p,n,y,d
x,y,n,t,n,f,c,b,w,t,b,s,s,g,p,p,w,o,p,k,v,d
k,s,e,f,s,f,c,n,b,t,?,k,s,p,p,p,w,o,e,w,v,p
x,f,w,f,n,f,w,b,n,t,e,f,s,w,w,p,w,o,e,k,s,g
k,s,n,f,y,f,c,n,b,t,?,s,k,w,p,p,w,o,e,w,v,p
f,y,b,t,n,f,c,b,w,e,b,s,s,w,w,p,w,t,p,r,v,m
x,y,g,f,f,f,c,b,p,e,b,k,k,b,b,p,w,o,l,h,v,p
f,f,e,t,n,f,c,b,u,t,b,s,s,p,p,p,w,o,p,n,y,d
x,f,w,f,n,f,w,b,k,t,e,s,f,w,w,p,w,o,e,k,s,g
k,y,n,t,n,f,c,b,w,e,?,s,s,w,e,p,w,t,e,w,c,w
x,y,y,f,f,f,c,b,h,e,b,k,k,b,p,p,w,o,l,h,y,d
k,y,n,f,y,f,c,n,b,t,?,k,s,p,p,p,w,o,e,w,v,l
x,s,n,f,s,f,c,n,b,t,?,s,k,w,p,p,w,o,e,w,v,p
f,f,g,t,n,f,c,b,w,t,b,s,s,p,w,p,w,o,p,k,y,d
f,f,g,f,f,f,c,b,g,e,b,k,k,b,b,p,w,o,l,h,y,p
x,s,b,t,f,f,c,b,p,t,b,s,s,w,w,p,w,o,p,h,s,u
x,s,w,t,f,f,c,b,w,t,b,f,f,w,w,p,w,o,p,h,v,g
x,s,e,f,y,f,c,n,b,t,?,k,k,p,w,p,w,o,e,w,v,l
x,y,g,f,f,f,c,b,g,e,b,k,k,n,n,p,w,o,l,h,v,d
x,f,y,f,f,f,c,b,p,e,b,k,k,p,p,p,w,o,l,h,y,g
f,y,g,t,n,f,c,b,p,t,b,s,s,w,w,p,w,o,p,k,v,d
f,y,g,f,f,f,c,b,p,e,b,k,k,b,p,p,w,o,l,h,y,d
x,s,b,t,f,f,c,b,h,t,b,f,s,w,w,p,w,o,p,h,v,g
f,s,w,t,a,f,w,n,w,t,b,s,s,w,w,p,w,o,p,u,v,d
x,s,w,f,c,f,w,n,p,e,b,s,s,w,w,p,w,o,p,k,v,d
k,s,g,f,n,f,w,b,g,e,?,k,k,w,w,p,w,t,p,w,n,g
x,f,n,t,n,f,c,b,p,t,b,s,s,p,w,p,w,o,p,n,y,d
f,y,n,f,y,f,c,n,b,t,?,k,s,w,p,p,w,o,e,w,v,d
x,y,n,f,m,a,c,b,w,e,c,k,y,c,c,p,w,n,n,w,c,d
x,y,n,t,p,f,c,n,w,e,e,s,s,w,w,p,w,o,p,k,s,g
x,y,e,f,y,f,c,n,b,t,?,s,k,p,p,p,w,o,e,w,v,p
k,s,e,f,y,f,c,n,b,t,?,s,s,w,p,p,w,o,e,w,v,l
x,f,g,f,f,f,c,b,g,e,b,k,k,p,n,p,w,o,l,h,y,p
x,y,y,f,f,f,c,b,p,e,b,k,k,p,b,p,w,o,l,h,y,g
x,s,w,f,n,f,w,b,h,t,e,s,f,w,w,p,w,o,e,k,s,g
x,s,g,f,c,f,c,n,n,e,b,s,s,w,w,p,w,o,p,k,s,d
x,s,n,f,n,f,w,b,k,t,e,f,f,w,w,p,w,o,e,n,s,g
f,s,g,f,n,f,w,b,p,t,e,f,f,w,w,p,w,o,e,k,s,g
x,y,n,t,n,f,c,b,p,t,b,s,s,g,w,p,w,o,p,k,y,d
x,f,g,t,n,f,c,b,w,t,b,s,s,p,p,p,w,o,p,n,v,d
f,y,g,t,n,f,c,b,u,t,b,s,s,g,p,p,w,o,p,n,v,d
x,f,g,f,f,f,c,b,g,e,b,k,k,b,n,p,w,o,l,h,y,p
f,y,g,f,f,f,c,b,h,e,b,k,k,b,n,p,w,o,l,h,v,d
k,s,e,f,f,f,c,n,b,t,?,k,k,p,w,p,w,o,e,w,v,p
x,f,w,f,c,f,w,n,p,e,b,s,s,w,w,p,w,o,p,k,s,d
f,y,e,t,n,f,c,b,p,t,b,s,s,w,w,p,w,o,p,n,y,d
f,f,g,t,n,f,c,b,u,t,b,s,s,w,g,p,w,o,p,n,v,d
k,s,n,f,s,f,c,n,b,t,?,s,s,w,p,p,w,o,e,w,v,l
f,s,e,f,s,f,c,n,b,t,?,s,k,p,w,p,w,o,e,w,v,l
x,y,g,f,f,f,c,b,h,e,b,k,k,b,b,p,w,o,l,h,v,g
f,y,n,f,s,f,c,n,b,t,?,s,k,p,p,p,w,o,e,w,v,l
x,f,g,f,f,f,c,b,h,e,b,k,k,b,n,p,w,o,l,h,y,p
f,s,n,t,p,f,c,n,k,e,e,s,s,w,w,p,w,o,p,n,v,g
x,y,e,f,f,f,c,n,b,t,?,k,s,p,w,p,w,o,e,w,v,p
x,s,e,f,f,f,c,n,b,t,?,s,k,p,w,p,w,o,e,w,v,d
x,y,g,f,f,f,c,b,p,e,b,k,k,b,p,p,w,o,l,h,y,p
f,y,n,t,n,f,c,b,p,t,b,s,s,w,w,p,w,o,p,k,v,d
x,y,w,t,l,f,c,b,k,e,c,s,s,w,w,p,w,o,p,k,s,g
b,y,y,t,a,f,c,b,g,e,c,s,s,w,w,p,w,o,p,n,n,m
x,s,e,f,f,f,c,n,b,t,?,k,s,p,w,p,w,o,e,w,v,d
x,f,e,t,n,f,c,b,u,t,b,s,s,p,w,p,w,o,p,n,v,d
f,f,e,t,n,f,c,b,w,t,b,s,s,p,w,p,w,o,p,n,y,d
f,f,g,t,n,f,c,b,u,t,b,s,s,p,p,p,w,o,p,n,v,d
f,s,n,t,p,f,c,n,p,e,e,s,s,w,w,p,w,o,p,k,v,g
f,s,e,t,n,f,c,b,w,e,?,s,s,w,w,p,w,t,e,w,c,w
f,f,e,t,n,f,c,b,w,t,b,s,s,w,g,p,w,o,p,n,v,d
x,f,e,t,n,f,c,b,p,t,b,s,s,w,g,p,w,o,p,n,y,d
x,s,n,f,s,f,c,n,b,t,?,k,k,p,p,p,w,o,e,w,v,d
k,s,g,f,n,f,w,b,p,e,?,s,k,w,w,p,w,t,p,w,s,g
f,f,n,t,n,f,c,b,n,t,b,s,s,p,g,p,w,o,p,k,v,d
b,s,w,t,a,f,c,b,k,e,c,s,s,w,w,p,w,o,p,n,s,m
x,y,n,f,f,f,c,n,b,t,?,k,k,p,p,p,w,o,e,w,v,l
x,s,n,f,f,f,c,n,b,t,?,k,k,w,p,p,w,o,e,w,v,p
x,y,p,t,n,f,c,b,e,e,?,s,s,e,w,p,w,t,e,w,c,w
x,f,y,f,f,f,c,b,g,e,b,k,k,p,b,p,w,o,l,h,v,g
k,s,e,f,f,f,c,n,b,t,?,k,k,p,w,p,w,o,e,w,v,d
b,y,w,t,l,f,c,b,n,e,c,s,s,w,w,p,w,o,p,k,s,m
x,f,g,f,c,f,c,n,p,e,b,s,s,w,w,p,w,o,p,k,s,d
k,s,n,f,s,f,c,n,b,t,?,s,k,p,p,p,w,o,e,w,v,l
x,y,e,f,y,f,c,n,b,t,?,k,s,p,w,p,w,o,e,w,v,p
f,y,n,t,n,f,c,b,w,t,b,s,s,p,w,p,w,o,p,n,y,d
f,y,y,f,f,f,c,b,p,e,b,k,k,n,b,p,w,o,l,h,y,d
x,f,g,t,n,f,c,b,w,t,b,s,s,w,p,p,w,o,p,k,v,d
x,y,n,t,n,f,c,b,p,t,b,s,s,g,p,p,w,o,p,k,v,d
f,y,g,f,f,f,c,b,p,e,b,k,k,p,p,p,w,o,l,h,y,d
x,f,g,f,f,f,c,b,p,e,b,k,k,p,b,p,w,o,l,h,y,p
f,y,n,f,y,f,c,n,b,t,?,s,k,p,w,p,w,o,e,w,v,l
x,f,n,t,n,f,c,b,n,t,b,s,s,w,g,p,w,o,p,k,v,d
f,y,g,t,n,f,c,b,u,t,b,s,s,p,g,p,w,o,p,k,v,d
f,f,w,f,n,f,w,b,k,t,e,f,f,w,w,p,w,o,e,n,a,g
f,y,g,t,n,f,c,b,w,t,b,s,s,g,g,p,w,o,p,k,y,d
x,s,n,f,y,f,c,n,b,t,?,s,s,w,p,p,w,o,e,w,v,d
f,y,y,f,f,f,c,b,g,e,b,k,k,n,n,p,w,o,l,h,v,d
x,y,n,f,s,f,c,n,b,t,?,s,s,p,w,p,w,o,e,w,v,d
f,s,w,f,n,f,w,b,n,t,e,s,f,w,w,p,w,o,e,n,a,g
x,y,y,f,f,f,c,b,g,e,b,k,k,p,p,p,w,o,l,h,v,d
f,f,w,f,n,f,w,b,n,t,e,s,f,w,w,p,w,o,e,n,s,g
x,y,g,t,n,f,c,b,n,t,b,s,s,p,w,p,w,o,p,n,v,d
x,y,p,t,n,f,c,b,e,e,?,s,s,w,e,p,w,t,e,w,c,w
f,f,y,f,f,f,c,b,h,e,b,k,k,n,p,p,w,o,l,h,y,g
f,y,y,f,f,f,c,b,p,e,b,k,k,b,b,p,w,o,l,h,y,d
x,y,n,f,f,f,c,n,b,t,?,k,s,p,p,p,w,o,e,w,v,d
b,y,y,t,l,f,c,b,k,e,c,s,s,w,w,p,w,o,p,n,n,m
f,y,e,t,n,f,c,b,u,t,b,s,s,w,w,p,w,o,p,k,v,d
k,s,e,f,f,f,c,n,b,t,?,k,k,w,w,p,w,o,e,w,v,p
x,f,e,t,n,f,c,b,u,t,b,s,s,g,p,p,w,o,p,k,v,d
f,f,g,f,n,f,c,n,n,e,e,s,s,w,w,p,w,o,p,k,v,u
x,y,g,t,n,f,c,b,w,t,b,s,s,g,g,p,w,o,p,n,v,d
x,f,e,t,n,f,c,b,w,t,b,s,s,p,p,p,w,o,p,n,y,d
x,f,g,f,f,f,c,b,h,e,b,k,k,p,b,p,w,o,l,h,y,p
x,s,n,f,s,f,c,n,b,t,?,s,s,w,w,p,w,o,e,w,v,l
f,y,n,f,f,f,c,n,b,t,?,s,k,w,p,p,w,o,e,w,v,p
b,s,y,t,l,f,c,b,k,e,c,s,s,w,w,p,w,o,p,k,s,g
x,s,e,f,f,f,c,n,b,t,?,s,s,w,p,p,w,o,e,w,v,d
x,s,n,f,n,f,w,b,p,t,e,f,f,w,w,p,w,o,e,k,a,g
f,y,g,t,n,f,c,b,p,t,b,s,s,w,p,p,w,o,p,n,v,d
f,y,y,f,f,f,c,b,h,e,b,k,k,n,p,p,w,o,l,h,y,p
x,s,g,f,n,f,w,b,g,e,?,k,s,w,w,p,w,t,p,w,s,g
f,s,n,f,n,f,w,b,h,t,e,f,f,w,w,p,w,o,e,n,a,g
x,y,g,t,n,f,c,b,p,t,b,s,s,g,g,p,w,o,p,n,v,d
x,s,e,f,s,f,c,n,b,t,?,s,s,p,w,p,w,o,e,w,v,d
k,s,b,t,n,f,c,b,e,e,?,s,s,e,w,p,w,t,e,w,c,w
x,y,g,t,n,f,c,b,p,t,b,s,s,g,p,p,w,o,p,k,y,d
x,y,e,f,s,f,c,n,b,t,?,s,k,w,w,p,w,o,e,w,v,p
f,s,b,t,f,f,c,b,h,t,b,s,f,w,w,p,w,o,p,h,s,g
x,f,y,f,f,f,c,b,g,e,b,k,k,p,b,p,w,o,l,h,y,d
x,y,g,f,f,f,c,b,p,e,b,k,k,p,b,p,w,o,l,h,v,g
x,f,g,t,n,f,c,b,p,t,b,s,s,p,w,p,w,o,p,n,v,d
x,f,g,f,f,f,c,b,h,e,b,k,k,n,b,p,w,o,l,h,v,d
x,f,e,t,n,f,c,b,u,t,b,s,s,g,w,p,w,o,p,k,y,d
b,y,w,t,a,f,c,b,n,e,c,s,s,w,w,p,w,o,p,k,s,g
x,s,n,f,f,f,c,n,b,t,?,k,s,p,w,p,w,o,e,w,v,d
f,f,g,f,n,f,c,n,k,e,e,s,s,w,w,p,w,o,p,n,v,u
f,f,n,f,n,f,w,b,k,t,e,f,f,w,w,p,w,o,e,k,a,g
x,y,g,f,f,f,c,b,h,e,b,k,k,b,p,p,w,o,l,h,y,d
x,f,g,t,n,f,c,b,n,t,b,s,s,g,w,p,w,o,p,n,y,d
f,y,g,f,f,f,c,b,p,e,b,k,k,n,p,p,w,o,l,h,v,g
f,y,e,t,n,f,c,b,n,t,b,s,s,w,w,p,w,o,p,n,v,d
x,s,g,f,n,f,w,b,k,t,e,s,s,w,w,p,w,o,e,n,s,g
k,s,n,f,y,f,c,n,b,t,?,s,s,p,w,p,w,o,e,w,v,d
x,y,n,f,f,f,c,n,b,t,?,k,s,w,w,p,w,o,e,w,v,p
x,y,y,t,l,f,c,b,n,e,r,s,y,w,w,p,w,o,p,k,y,p
x,y,y,f,f,f,c,b,h,e,b,k,k,p,p,p,w,o,l,h,v,d
x,f,n,f,n,f,w,b,h,t,e,s,s,w,w,p,w,o,e,n,a,g
x,f,n,t,n,f,c,b,p,t,b,s,s,g,p,p,w,o,p,n,v,d
k,s,w,f,n,f,w,b,p,e,?,s,k,w,w,p,w,t,p,w,n,g
f,y,n,f,n,f,w,n,w,e,b,s,f,w,n,p,w,o,e,w,v,l
x,s,y,t,l,f,c,b,n,e,c,s,s,w,w,p,w,o,p,k,n,g
k,s,e,f,s,f,c,n,b,t,?,k,k,p,w,p,w,o,e,w,v,l
x,y,g,t,n,f,c,b,n,t,b,s,s,p,w,p,w,o,p,k,y,d
x,s,g,t,f,f,c,b,h,t,b,f,f,w,w,p,w,o,p,h,v,g
x,y,e,f,y,f,c,n,b,t,?,s,k,p,w,p,w,o,e,w,v,l
f,y,n,f,s,f,c,n,b,t,?,k,k,w,p,p,w,o,e,w,v,l
f,s,b,t,n,f,c,b,w,e,b,s,s,w,w,p,w,t,p,r,v,m
x,f,n,f,n,f,c,n,p,e,e,s,s,w,w,p,w,o,p,k,y,u
b,y,y,t,l,f,c,b,g,e,c,s,s,w,w,p,w,o,p,n,s,g
f,f,e,t,n,f,c,b,w,t,b,s,s,g,g,p,w,o,p,k,y,d
