id,model,year,transmission,mileage,fuelType,tax,mpg,engineSize
4446, A1,2013,Automatic,24913,Petrol,20,60.1,1.4
4447, A1,2014,Semi-Auto,66883,Petrol,30,57.6,1.4
4448, A1,2019,Semi-Auto,3701,Petrol,150,40.9,2.0
4449, Q3,2020,Semi-Auto,6000,Diesel,145,47.1,2.0
4450, A3,2016,Automatic,23592,Petrol,30,55.4,1.4
4451, A3,2017,Manual,38392,Diesel,145,65.7,2.0
4452, Q2,2017,Semi-Auto,10894,Petrol,145,52.3,1.4
4453, A4,2018,Manual,12956,Petrol,145,53.3,1.4
4454, A6,2012,Automatic,66769,Diesel,150,55.4,2.0
4455, A4,2019,Semi-Auto,12482,Petrol,145,38.2,2.0
4456, A4,2018,Manual,23765,Petrol,145,50.4,1.4
4457, A4,2020,Automatic,5500,Petrol,145,35.3,2.0
4458, Q3,2019,Manual,6000,Diesel,145,40.9,2.0
4459, Q5,2013,Manual,18330,Diesel,200,47.9,2.0
4460, A4,2019,Automatic,5000,Diesel,145,44.8,2.0
4461, A3,2017,Manual,42101,Diesel,145,68.9,1.6
4462, A3,2015,Manual,45000,Diesel,20,72.4,1.6
4463, Q3,2015,Manual,38244,Petrol,145,49.6,1.4
4464, A4,2017,Manual,39382,Petrol,150,48.7,2.0
4465, Q2,2017,Manual,10044,Petrol,145,52.3,1.4
4466, A4,2016,Semi-Auto,52121,Diesel,30,61.4,2.0
4467, A6,2019,Automatic,11500,Diesel,145,47.9,2.0
4468, A1,2017,Manual,16307,Petrol,235,39.8,2.0
4469, Q3,2019,Automatic,2796,Petrol,150,31.7,2.0
4470, Q7,2018,Automatic,20000,Diesel,145,39.2,4.0
4471, A3,2015,Manual,28527,Diesel,20,68.9,1.6
4472, Q5,2018,Semi-Auto,62349,Petrol,145,40.9,2.0
4473, Q5,2016,Semi-Auto,50961,Diesel,205,47.1,2.0
4474, A6,2015,Automatic,37200,Diesel,235,44.8,3.0
4475, A1,2020,Semi-Auto,1000,Petrol,145,44.8,1.5
4476, TT,2020,Automatic,1000,Petrol,150,40.9,2.0
4477, A5,2020,Semi-Auto,1000,Diesel,145,50.4,2.0
4478, A3,2017,Automatic,25793,Diesel,125,58.9,2.0
4479, A1,2014,Manual,47050,Petrol,125,53.3,1.4
4480, Q3,2020,Manual,1500,Petrol,145,40.9,1.5
4481, A1,2019,Manual,2348,Petrol,145,50.4,1.0
4482, A4,2015,Manual,50811,Diesel,20,67.3,2.0
4483, Q7,2017,Semi-Auto,30985,Diesel,160,48.7,3.0
4484, Q3,2019,Manual,4500,Diesel,145,40.9,2.0
4485, Q3,2015,Manual,32000,Diesel,150,52.3,2.0
4486, Q5,2019,Automatic,4326,Diesel,145,38.2,2.0
4487, A1,2019,Manual,17175,Petrol,145,50.4,1.0
4488, Q2,2016,Manual,42500,Diesel,30,64.2,1.6
4489, A3,2015,Manual,128000,Diesel,20,68.9,2.0
4490, A4,2019,Automatic,2877,Diesel,145,50.4,2.0
4491, A4,2016,Manual,27370,Diesel,30,64.2,2.0
4492, Q3,2019,Manual,10881,Petrol,145,40.9,1.5
4493, Q7,2018,Automatic,19940,Diesel,145,39.2,4.0
4494, A3,2013,Semi-Auto,44405,Diesel,125,58.9,2.0
4495, A3,2015,Automatic,121420,Hybrid,0,176.6,1.4
4496, A4,2017,Semi-Auto,12579,Diesel,145,55.4,3.0
4497, Q7,2020,Semi-Auto,6000,Diesel,145,33.2,3.0
4498, A4,2017,Manual,20000,Diesel,150,67.3,2.0
4499, Q2,2018,Manual,18532,Petrol,145,55.4,1.0
4500, Q3,2020,Semi-Auto,7914,Diesel,145,48.7,2.0
4501, A1,2019,Semi-Auto,8534,Petrol,145,40.9,2.0
4502, A8,2018,Automatic,15486,Diesel,145,50.4,3.0
4503, Q2,2019,Automatic,6000,Petrol,145,42.2,1.5
4504, Q2,2017,Manual,57332,Diesel,30,61.4,1.6
4505, A5,2019,Semi-Auto,100,Petrol,145,39.8,2.0
4506, A6,2017,Automatic,42071,Diesel,30,61.4,2.0
4507, A5,2011,Manual,104800,Diesel,160,49.6,2.0
4508, A1,2015,Manual,35000,Petrol,30,56.5,1.4
4509, Q3,2020,Automatic,1500,Petrol,145,31.4,0.0
4510, Q5,2019,Automatic,5886,Petrol,135,117.7,0.0
4511, Q5,2011,Automatic,59986,Petrol,300,33.2,2.0
4512, Q3,2017,Semi-Auto,38235,Diesel,145,55.4,2.0
4513, Q3,2017,Automatic,18153,Petrol,145,47.9,1.4
4514, A3,2018,Semi-Auto,19227,Petrol,145,43.5,2.0
4515, A6,2015,Semi-Auto,46000,Diesel,20,67.3,2.0
4516, A1,2017,Manual,12541,Petrol,145,67.3,1.0
4517, A4,2016,Manual,19912,Petrol,145,51.4,1.4
4518, A4,2016,Manual,27196,Diesel,30,62.8,2.0
4519, A3,2019,Semi-Auto,9499,Petrol,145,41.5,1.5
4520, A6,2018,Semi-Auto,30447,Diesel,145,39.8,3.0
4521, Q3,2015,Manual,41000,Diesel,30,61.4,2.0
4522, TT,2015,Automatic,46000,Petrol,190,42.8,2.0
4523, A1,2016,Manual,39715,Petrol,0,67.3,1.0
4524, Q7,2019,Automatic,5000,Diesel,145,33.2,3.0
4525, TT,2019,Semi-Auto,3931,Petrol,145,30.7,2.5
4526, Q3,2014,Manual,38322,Petrol,145,47.9,1.4
4527, Q5,2016,Semi-Auto,46557,Diesel,200,47.1,2.0
4528, A1,2015,Manual,52902,Petrol,30,58.9,1.4
4529, A1,2016,Manual,21160,Petrol,30,55.4,1.4
4530, A3,2019,Semi-Auto,4694,Petrol,145,34.5,2.0
4531, Q3,2017,Manual,23008,Diesel,145,56.5,2.0
4532, A1,2019,Semi-Auto,9021,Petrol,150,40.9,2.0
4533, TT,2013,Manual,36516,Diesel,150,53.3,2.0
4534, Q3,2016,Semi-Auto,63938,Diesel,160,50.4,2.0
4535, Q3,2017,Automatic,26653,Diesel,145,53.3,2.0
4536, A4,2016,Manual,75015,Diesel,30,62.8,2.0
4537, A6,2016,Manual,37848,Diesel,30,61.4,2.0
4538, Q2,2020,Manual,6000,Petrol,145,43.5,1.5
4539, Q2,2018,Manual,11088,Petrol,145,50.4,1.4
4540, Q7,2017,Automatic,29000,Diesel,145,48.7,3.0
4541, A3,2019,Semi-Auto,2621,Diesel,145,50.4,2.0
4542, A6,2015,Automatic,31604,Diesel,20,67.3,2.0
4543, TT,2016,Manual,39803,Petrol,145,47.1,1.8
4544, Q5,2020,Semi-Auto,3500,Diesel,145,38.2,2.0
4545, A3,2017,Manual,64107,Diesel,20,70.6,2.0
4546, A3,2019,Manual,5977,Petrol,145,48.7,1.0
4547, Q2,2018,Manual,18254,Diesel,150,61.4,1.6
4548, A5,2020,Semi-Auto,7423,Diesel,145,51.4,2.0
4549, A1,2017,Manual,20466,Petrol,0,67.3,1.0
4550, A5,2019,Semi-Auto,1284,Petrol,145,39.8,2.0
4551, A5,2019,Automatic,5800,Diesel,145,50.4,2.0
4552, TT,2016,Manual,44069,Diesel,30,62.8,2.0
4553, Q5,2020,Semi-Auto,6000,Diesel,145,38.2,2.0
4554, A6,2019,Automatic,100,Diesel,145,47.9,2.0
4555, Q3,2019,Manual,1555,Diesel,145,42.8,2.0
4556, A4,2019,Automatic,6500,Petrol,145,42.8,2.0
4557, Q5,2019,Semi-Auto,35,Petrol,145,32.1,2.0
4558, A4,2017,Manual,18135,Petrol,145,51.4,1.4
4559, A3,2017,Semi-Auto,25483,Petrol,150,57.6,1.4
4560, A1,2015,Manual,10747,Petrol,30,55.4,1.4
4561, Q5,2013,Automatic,52243,Diesel,200,47.1,2.0
4562, Q3,2014,Semi-Auto,33842,Diesel,200,47.9,2.0
4563, A6,2015,Semi-Auto,38967,Diesel,125,58.9,2.0
4564, A6,2015,Semi-Auto,56115,Diesel,160,50.4,3.0
4565, Q5,2020,Automatic,1000,Diesel,145,34.5,3.0
4566, A3,2019,Manual,6350,Diesel,145,54.3,2.0
4567, A5,2014,Manual,30884,Diesel,30,60.1,2.0
4568, A4,2017,Semi-Auto,54653,Diesel,145,56.5,2.0
4569, A4,2019,Semi-Auto,3679,Petrol,145,38.7,2.0
4570, A1,2016,Manual,49347,Petrol,30,55.4,1.4
4571, Q3,2015,Manual,33000,Diesel,125,60.1,2.0
4572, Q3,2019,Manual,590,Diesel,150,42.8,2.0
4573, A5,2020,Semi-Auto,7639,Petrol,145,39.8,2.0
4574, A3,2016,Manual,34359,Petrol,125,52.3,1.4
4575, Q5,2020,Semi-Auto,5000,Diesel,145,38.2,2.0
4576, A5,2017,Manual,16951,Petrol,125,49.6,2.0
4577, A1,2016,Manual,35981,Petrol,30,55.4,1.4
4578, A1,2017,Manual,17425,Petrol,145,67.3,1.0
4579, RS6,2020,Semi-Auto,2000,Petrol,145,22.1,4.0
4580, A5,2019,Semi-Auto,7000,Petrol,145,39.2,2.0
4581, A3,2015,Manual,123000,Diesel,0,83.1,1.6
4582, A4,2019,Automatic,6647,Diesel,145,46.3,2.0
4583, A6,2019,Automatic,6508,Diesel,145,39.2,3.0
4584, A4,2019,Semi-Auto,4023,Diesel,145,50.4,2.0
4585, A3,2014,Manual,42000,Diesel,0,74.3,1.6
4586, A3,2015,Manual,37718,Petrol,30,58.9,1.4
4587, A1,2016,Manual,31617,Petrol,30,56.5,1.4
4588, A1,2016,Manual,20123,Petrol,30,56.5,1.4
4589, A1,2017,Semi-Auto,13552,Petrol,150,57.6,1.4
4590, A1,2017,Manual,30390,Petrol,30,56.5,1.4
4591, A3,2019,Semi-Auto,4000,Petrol,145,33.2,2.0
4592, A4,2020,Semi-Auto,7521,Diesel,145,49.6,2.0
4593, A6,2014,Semi-Auto,57525,Diesel,235,44.8,3.0
4594, A3,2014,Manual,62049,Diesel,20,68.9,2.0
4595, A4,2015,Manual,65285,Diesel,20,67.3,2.0
4596, Q3,2019,Manual,6000,Petrol,145,40.9,1.5
4597, Q5,2016,Automatic,73156,Diesel,240,42.8,3.0
4598, A1,2017,Semi-Auto,31597,Petrol,30,57.6,1.4
4599, A6,2018,Manual,30,Diesel,145,39.2,3.0
4600, Q2,2019,Automatic,10,Petrol,145,33.2,2.0
4601, Q5,2016,Semi-Auto,25097,Diesel,235,42.8,3.0
4602, Q7,2018,Semi-Auto,19227,Diesel,145,37.2,4.0
4603, Q3,2019,Automatic,2743,Petrol,145,32.1,2.0
4604, Q3,2017,Semi-Auto,23250,Diesel,145,53.3,2.0
4605, A1,2015,Manual,34188,Petrol,30,55.4,1.4
4606, A1,2016,Manual,19038,Petrol,0,67.3,1.0
4607, A4,2019,Semi-Auto,2000,Diesel,145,49.6,2.0
4608, A3,2016,Semi-Auto,25940,Petrol,30,56.5,1.4
4609, A4,2017,Semi-Auto,15175,Diesel,145,61.4,2.0
4610, A4,2016,Manual,40187,Diesel,0,74.3,2.0
4611, Q3,2020,Automatic,1772,Diesel,145,48.7,2.0
4612, Q3,2013,Semi-Auto,30256,Diesel,200,47.9,2.0
4613, A5,2016,Manual,49936,Diesel,145,56.5,2.0
4614, A5,2020,Semi-Auto,2000,Diesel,150,40.9,3.0
4615, A1,2015,Manual,16000,Petrol,30,55.4,1.4
4616, A1,2016,Semi-Auto,59302,Petrol,30,57.6,1.4
4617, Q2,2019,Automatic,3422,Diesel,145,47.9,1.6
4618, A3,2015,Automatic,72260,Hybrid,0,176.6,1.4
4619, A3,2014,Manual,39828,Petrol,30,57.6,1.2
4620, Q3,2019,Manual,3061,Petrol,145,39.8,1.5
4621, Q3,2015,Manual,26308,Diesel,145,56.5,2.0
4622, Q3,2019,Automatic,1082,Petrol,145,38.2,1.5
4623, Q5,2019,Semi-Auto,3119,Diesel,145,38.2,2.0
4624, A3,2015,Manual,39522,Petrol,20,60.1,1.4
4625, A3,2015,Semi-Auto,48954,Hybrid,0,176.6,1.4
4626, Q7,2016,Semi-Auto,52900,Diesel,200,47.9,3.0
4627, A1,2016,Semi-Auto,18018,Petrol,30,57.6,1.4
4628, A4,2016,Manual,27515,Petrol,125,53.3,1.4
4629, A3,2016,Semi-Auto,66680,Diesel,0,74.3,1.6
4630, Q2,2019,Manual,6000,Petrol,145,39.2,1.5
4631, A1,2016,Manual,33186,Petrol,0,67.3,1.0
4632, R8,2019,Automatic,3000,Petrol,145,21.4,5.2
4633, A1,2019,Semi-Auto,1954,Petrol,145,44.8,1.5
4634, Q7,2019,Automatic,5000,Diesel,145,33.2,3.0
4635, A3,2015,Automatic,29584,Petrol,160,43.5,1.8
4636, Q3,2017,Semi-Auto,26494,Petrol,145,47.9,1.4
4637, Q5,2020,Semi-Auto,4002,Diesel,145,38.2,2.0
4638, A5,2015,Automatic,29442,Diesel,125,60.1,2.0
4639, A3,2016,Semi-Auto,32272,Petrol,200,40.4,2.0
4640, Q2,2019,Automatic,6000,Petrol,145,33.2,2.0
4641, Q3,2016,Semi-Auto,35100,Petrol,145,47.9,1.4
4642, A4,2018,Semi-Auto,19299,Diesel,145,56.5,2.0
4643, A1,2013,Manual,72120,Petrol,125,52.3,1.4
4644, A5,2016,Semi-Auto,31661,Diesel,125,58.9,2.0
4645, A1,2016,Manual,26586,Petrol,30,56.5,1.4
4646, A4,2019,Automatic,5000,Diesel,145,39.2,3.0
4647, Q5,2015,Automatic,49431,Diesel,260,41.5,3.0
4648, A1,2019,Semi-Auto,2252,Petrol,145,48.7,1.0
4649, A1,2014,Manual,42869,Petrol,30,55.4,1.2
4650, A4,2014,Semi-Auto,38851,Diesel,125,57.6,2.0
4651, A4,2016,Semi-Auto,37450,Diesel,125,58.9,3.0
4652, Q3,2017,Manual,21369,Petrol,125,51.4,1.4
4653, A4,2007,Manual,125000,Petrol,305,34.9,2.0
4654, Q2,2018,Manual,9899,Petrol,145,50.4,1.4
4655, Q2,2019,Manual,4157,Diesel,145,49.6,1.6
4656, Q2,2019,Manual,4300,Diesel,145,47.9,1.6
4657, TT,2017,Automatic,22994,Petrol,165,43.5,2.0
4658, Q5,2017,Semi-Auto,17503,Petrol,145,34.0,3.0
4659, Q5,2018,Semi-Auto,18818,Diesel,145,56.5,2.0
4660, Q5,2017,Semi-Auto,37492,Petrol,150,34.0,3.0
4661, Q3,2019,Manual,4500,Diesel,145,42.8,2.0
4662, A3,2013,Manual,30152,Petrol,30,54.3,1.4
4663, Q3,2017,Semi-Auto,20075,Petrol,150,42.2,2.0
4664, A1,2018,Automatic,27264,Petrol,145,64.2,1.0
4665, A3,2016,Manual,29660,Diesel,20,70.6,1.6
4666, A3,2019,Semi-Auto,9961,Diesel,145,52.3,1.6
4667, A3,2014,Manual,50900,Diesel,20,68.9,2.0
4668, A4,2020,Semi-Auto,4000,Diesel,145,40.9,3.0
4669, Q5,2019,Automatic,200,Petrol,150,32.1,2.0
4670, Q2,2018,Semi-Auto,14569,Petrol,145,52.3,1.4
4671, A6,2017,Semi-Auto,26272,Diesel,145,58.9,2.0
4672, Q7,2017,Automatic,29627,Diesel,145,39.2,4.0
4673, A5,2019,Automatic,10,Diesel,145,46.3,2.0
4674, Q7,2016,Semi-Auto,35285,Diesel,200,47.9,3.0
4675, A4,2019,Semi-Auto,500,Diesel,145,40.9,3.0
4676, A4,2020,Semi-Auto,7800,Diesel,145,39.2,3.0
4677, A5,2016,Manual,9141,Diesel,30,64.2,2.0
4678, A3,2016,Manual,34728,Petrol,30,57.6,1.4
4679, A3,2008,Manual,92500,Diesel,150,53.3,1.9
4680, A5,2019,Automatic,7860,Diesel,145,50.4,2.0
4681, Q2,2017,Manual,31475,Petrol,150,55.4,1.0
4682, Q2,2019,Manual,2970,Petrol,145,47.1,1.0
4683, A5,2020,Semi-Auto,5000,Petrol,145,39.8,2.0
4684, A1,2019,Manual,8396,Petrol,150,50.4,1.0
4685, A4,2018,Automatic,26796,Petrol,145,44.8,2.0
4686, Q2,2019,Automatic,2000,Petrol,145,42.2,1.5
4687, Q3,2017,Manual,30949,Diesel,30,61.4,2.0
4688, RS4,2019,Semi-Auto,4761,Petrol,145,29.1,2.9
4689, Q5,2015,Semi-Auto,30000,Diesel,200,47.1,2.0
4690, Q3,2019,Manual,3000,Petrol,145,40.9,1.5
4691, Q2,2019,Manual,1782,Diesel,150,49.6,1.6
4692, A1,2016,Manual,37008,Diesel,0,76.3,1.6
4693, TT,2015,Manual,19383,Petrol,165,46.3,2.0
4694, A5,2017,Semi-Auto,19608,Diesel,145,62.8,2.0
4695, Q2,2019,Semi-Auto,12647,Petrol,145,40.9,1.5
4696, Q3,2017,Manual,30955,Diesel,145,56.5,2.0
4697, Q5,2015,Semi-Auto,35520,Diesel,260,41.5,3.0
4698, Q3,2016,Manual,38578,Petrol,145,49.6,1.4
4699, A6,2016,Automatic,84252,Diesel,30,64.2,2.0
4700, A4,2017,Semi-Auto,29653,Diesel,145,62.8,2.0
4701, Q5,2019,Semi-Auto,6875,Diesel,145,39.2,2.0
4702, A4,2016,Manual,28555,Diesel,20,70.6,2.0
4703, Q8,2019,Semi-Auto,9155,Diesel,145,32.8,3.0
4704, A5,2017,Automatic,25237,Diesel,145,68.9,2.0
4705, Q3,2019,Semi-Auto,4435,Petrol,145,32.5,2.0
4706, A4,2016,Manual,25214,Diesel,0,74.3,2.0
4707, A6,2015,Manual,37300,Diesel,30,65.7,2.0
4708, A3,2017,Manual,51870,Petrol,20,62.8,1.4
4709, A6,2016,Automatic,52198,Diesel,125,57.6,2.0
4710, A6,2011,Automatic,116000,Diesel,200,47.1,3.0
4711, A6,2017,Semi-Auto,27379,Diesel,200,45.6,3.0
4712, A5,2018,Semi-Auto,4600,Petrol,145,50.4,2.0
4713, A6,2019,Semi-Auto,20,Diesel,145,47.9,2.0
4714, A1,2017,Semi-Auto,15132,Petrol,150,57.6,1.4
4715, Q2,2018,Automatic,7442,Petrol,145,52.3,1.4
4716, A1,2016,Manual,36379,Petrol,0,67.3,1.0
4717, A4,2017,Manual,17503,Petrol,145,51.4,1.4
4718, Q2,2019,Automatic,5999,Diesel,145,47.9,1.6
4719, Q2,2017,Manual,10160,Petrol,125,50.4,1.4
4720, A4,2020,Semi-Auto,1500,Petrol,145,42.2,2.0
4721, A5,2017,Semi-Auto,19527,Petrol,150,37.7,3.0
4722, Q7,2020,Semi-Auto,799,Diesel,145,33.2,3.0
4723, A4,2017,Manual,69000,Diesel,20,70.6,2.0
4724, Q3,2015,Automatic,32500,Petrol,205,40.4,2.0
4725, Q2,2018,Semi-Auto,10450,Diesel,145,65.7,1.6
4726, A4,2016,Semi-Auto,45619,Diesel,20,67.3,2.0
4727, A3,2011,Manual,85246,Diesel,30,65.7,1.6
4728, Q3,2020,Manual,6840,Petrol,145,39.8,1.5
4729, A1,2013,Manual,42580,Petrol,125,53.3,1.4
4730, Q3,2017,Semi-Auto,16781,Petrol,145,47.9,1.4
4731, Q3,2019,Manual,3500,Petrol,145,40.9,1.5
4732, A1,2016,Automatic,34748,Petrol,30,56.5,1.4
4733, A3,2015,Automatic,38456,Petrol,30,57.6,1.4
4734, A4,2016,Manual,56141,Diesel,20,68.9,2.0
4735, Q3,2017,Manual,25201,Diesel,145,54.3,2.0
4736, Q3,2019,Semi-Auto,4750,Petrol,145,31.7,2.0
4737, A1,2016,Semi-Auto,33291,Petrol,30,70.6,1.4
4738, A3,2019,Semi-Auto,3399,Petrol,150,42.2,1.5
4739, A1,2015,Manual,27013,Petrol,30,57.6,1.4
4740, A5,2018,Semi-Auto,28210,Petrol,145,50.4,2.0
4741, A4,2016,Manual,83020,Diesel,30,64.2,2.0
4742, S3,2015,Manual,32000,Petrol,200,39.8,2.0
4743, RS4,2019,Automatic,5151,Petrol,145,29.1,2.9
4744, Q8,2019,Automatic,11464,Diesel,145,33.6,3.0
4745, Q7,2015,Automatic,61287,Diesel,200,47.9,3.0
4746, A1,2016,Manual,26895,Petrol,30,57.6,1.4
4747, A3,2015,Manual,86540,Diesel,20,67.3,2.0
4748, A3,2008,Manual,93000,Petrol,160,43.5,1.4
4749, Q3,2015,Manual,83990,Diesel,30,61.4,2.0
4750, Q3,2014,Automatic,43195,Diesel,200,47.9,2.0
4751, A3,2016,Manual,63562,Diesel,20,68.9,2.0
4752, Q3,2019,Automatic,7500,Diesel,145,47.1,2.0
4753, Q5,2019,Semi-Auto,8700,Hybrid,135,117.7,2.0
4754, TT,2010,Manual,49879,Petrol,265,36.7,2.0
4755, A8,2019,Automatic,1000,Diesel,145,40.4,3.0
4756, A1,2014,Manual,34925,Petrol,235,39.8,2.0
4757, A4,2015,Manual,31879,Diesel,30,65.7,2.0
4758, Q3,2018,Manual,6359,Petrol,145,51.4,1.4
4759, A3,2016,Semi-Auto,30999,Diesel,30,64.2,2.0
4760, A1,2015,Manual,40383,Petrol,30,57.6,1.4
4761, Q3,2016,Manual,92930,Diesel,125,56.5,2.0
4762, A1,2017,Manual,9148,Petrol,150,56.5,1.4
4763, Q3,2019,Automatic,3000,Petrol,145,32.1,2.0
4764, A1,2016,Manual,32230,Petrol,30,55.4,1.4
4765, A5,2019,Semi-Auto,7215,Diesel,145,46.3,2.0
4766, R8,2007,Automatic,39000,Petrol,515,21.0,4.2
4767, Q5,2019,Semi-Auto,6001,Diesel,145,55.4,2.0
4768, A4,2014,Manual,40276,Diesel,30,62.8,2.0
4769, A4,2016,Manual,98791,Diesel,20,70.6,2.0
4770, A4,2017,Manual,27622,Petrol,125,53.3,1.4
4771, A4,2018,Semi-Auto,11047,Diesel,145,56.5,2.0
4772, A3,2018,Manual,15000,Petrol,150,55.4,1.5
4773, A3,2017,Manual,26022,Diesel,20,70.6,1.6
4774, A3,2019,Manual,6922,Diesel,145,51.4,1.6
4775, A3,2017,Semi-Auto,15000,Diesel,145,70.6,1.6
4776, A3,2016,Semi-Auto,60270,Petrol,160,44.1,2.0
4777, Q3,2019,Semi-Auto,6500,Diesel,145,48.7,2.0
4778, Q3,2017,Manual,21967,Diesel,145,56.5,2.0
4779, A6,2019,Semi-Auto,8000,Diesel,145,47.9,2.0
4780, Q3,2019,Manual,3999,Petrol,145,40.9,1.5
4781, A4,2018,Semi-Auto,17098,Petrol,145,42.8,2.0
4782, A3,2016,Manual,38537,Diesel,20,68.9,2.0
4783, A1,2015,Manual,32500,Diesel,0,80.7,1.6
4784, Q3,2019,Manual,6015,Petrol,145,40.9,1.5
4785, A5,2019,Manual,6844,Diesel,145,67.3,2.0
4786, A5,2015,Semi-Auto,66500,Diesel,125,58.9,2.0
4787, A1,2013,Manual,62023,Diesel,0,74.3,1.6
4788, A7,2014,Automatic,57000,Diesel,200,48.7,3.0
4789, Q5,2017,Automatic,15183,Diesel,145,55.4,2.0
4790, A5,2016,Automatic,21968,Diesel,145,56.5,2.0
4791, Q5,2019,Automatic,11113,Petrol,145,32.1,2.0
4792, A3,2019,Semi-Auto,3946,Diesel,145,51.4,2.0
4793, A1,2015,Manual,14333,Diesel,0,80.7,1.6
4794, A3,2019,Automatic,6500,Diesel,145,54.3,1.6
4795, A4,2015,Manual,36786,Diesel,125,58.9,2.0
4796, SQ5,2019,Automatic,1500,Diesel,145,34.5,0.0
4797, A1,2016,Semi-Auto,29753,Petrol,30,56.5,1.4
4798, A4,2016,Manual,39989,Diesel,0,74.3,2.0
4799, Q3,2017,Manual,20355,Petrol,145,49.6,1.4
4800, Q2,2017,Semi-Auto,22975,Petrol,145,54.3,1.4
4801, Q3,2020,Semi-Auto,3500,Petrol,145,32.5,2.0
4802, A4,2017,Semi-Auto,26048,Diesel,145,72.4,2.0
4803, A4,2016,Semi-Auto,23626,Petrol,160,45.6,2.0
4804, Q3,2019,Manual,10,Diesel,145,42.8,2.0
4805, A4,2017,Semi-Auto,17302,Petrol,145,37.7,3.0
4806, Q7,2016,Semi-Auto,11862,Diesel,200,47.9,3.0
4807, A1,2017,Manual,13000,Petrol,150,67.3,1.0
4808, Q8,2020,Semi-Auto,2000,Diesel,145,33.6,3.0
4809, Q3,2019,Manual,10,Diesel,145,42.8,2.0
4810, A6,2010,Manual,42000,Diesel,160,49.6,2.0
4811, A3,2015,Manual,73567,Diesel,0,83.1,1.6
4812, A3,2020,Manual,2661,Diesel,145,54.3,1.6
4813, A5,2019,Semi-Auto,2363,Petrol,145,40.4,2.0
4814, A4,2008,Manual,146604,Diesel,160,51.4,2.0
4815, A4,2012,Manual,70950,Diesel,200,46.3,2.0
4816, A1,2018,Semi-Auto,4712,Petrol,145,56.5,1.4
4817, A4,2019,Manual,5000,Petrol,145,38.2,2.0
4818, A3,2014,Manual,53664,Petrol,30,57.6,1.2
4819, Q3,2016,Semi-Auto,47079,Diesel,160,50.4,2.0
4820, A3,2017,Semi-Auto,17775,Petrol,205,43.5,2.0
4821, A3,2017,Semi-Auto,36355,Diesel,30,61.4,2.0
4822, TT,2019,Semi-Auto,3000,Petrol,145,34.0,2.0
4823, A4,2018,Automatic,5352,Petrol,150,42.8,2.0
4824, A6,2016,Semi-Auto,29067,Diesel,30,61.4,2.0
4825, Q3,2020,Manual,3000,Petrol,145,39.8,1.5
4826, A3,2016,Manual,27209,Petrol,30,56.5,1.2
4827, Q2,2018,Manual,12300,Petrol,145,52.3,1.4
4828, Q7,2016,Semi-Auto,46600,Diesel,300,39.2,4.0
4829, A3,2010,Manual,97000,Diesel,20,68.9,1.6
4830, Q5,2016,Semi-Auto,14618,Diesel,200,47.1,2.0
4831, Q8,2019,Semi-Auto,5000,Diesel,145,32.8,3.0
4832, A1,2017,Manual,12000,Petrol,145,58.9,1.4
4833, A5,2015,Automatic,34589,Diesel,145,56.5,2.0
4834, A5,2020,Semi-Auto,3532,Diesel,145,51.4,2.0
4835, A4,2017,Manual,22309,Petrol,150,51.4,1.4
4836, Q2,2017,Manual,25120,Petrol,145,52.3,1.4
4837, A4,2014,Manual,60604,Diesel,20,67.3,2.0
4838, Q3,2016,Manual,27214,Diesel,160,49.6,2.0
4839, A3,2019,Manual,6857,Diesel,145,51.4,1.6
4840, A3,2019,Manual,2578,Diesel,145,51.4,1.6
4841, A3,2013,Semi-Auto,59386,Petrol,125,50.4,1.8
4842, Q2,2017,Semi-Auto,14208,Diesel,145,68.9,1.6
4843, A8,2018,Semi-Auto,16850,Diesel,150,50.4,3.0
4844, Q2,2020,Semi-Auto,5665,Petrol,150,42.2,1.5
4845, A7,2017,Semi-Auto,16236,Diesel,145,61.4,3.0
4846, Q3,2019,Manual,3629,Petrol,145,39.8,1.5
4847, A4,2018,Manual,6063,Petrol,150,51.4,1.4
4848, A3,2019,Manual,2583,Diesel,145,51.4,1.6
4849, A4,2017,Manual,20399,Petrol,145,51.4,1.4
4850, A5,2019,Automatic,4000,Diesel,145,51.4,2.0
4851, Q2,2018,Manual,15401,Petrol,145,52.3,1.4
4852, Q3,2017,Semi-Auto,19000,Petrol,150,47.9,1.4
4853, A1,2015,Manual,49565,Petrol,30,55.4,1.4
4854, A1,2020,Semi-Auto,3000,Petrol,145,44.8,1.0
4855, Q3,2016,Semi-Auto,39475,Diesel,160,50.4,2.0
4856, A3,2016,Manual,40030,Diesel,0,83.1,1.6
4857, A4,2017,Semi-Auto,41757,Diesel,30,62.8,2.0
4858, Q2,2017,Manual,18045,Petrol,145,55.4,1.0
4859, A4,2019,Semi-Auto,10205,Petrol,145,38.2,2.0
4860, Q3,2017,Manual,33952,Petrol,125,51.4,1.4
4861, A4,2019,Manual,5500,Petrol,145,39.2,2.0
4862, A5,2018,Semi-Auto,29683,Petrol,150,36.7,3.0
4863, Q7,2020,Semi-Auto,1000,Diesel,145,33.2,3.0
4864, A4,2017,Manual,21541,Diesel,145,74.3,2.0
4865, A3,2015,Automatic,74413,Diesel,125,57.6,2.0
4866, A4,2016,Manual,44119,Diesel,30,64.2,2.0
4867, Q5,2017,Semi-Auto,47952,Diesel,145,56.5,2.0
4868, A6,2017,Automatic,37973,Diesel,145,61.4,2.0
