Gender,Education,Occupation Type,Residence Type,Experience Using Metaverse,Age,Annual Salary,Preferred Metaverse Type
female,Elementary school graduate,Electric power industry,Multi-family home,no,46,299664,2
male,High school graduate,Retail industry,Apartment,yes,6,219057,3
other,Middle school graduate,Agriculture,Single-family home,no,52,267468,1
other,Bachelor's degree,Retail industry,Townhouse,no,41,453323,2
male,Master's degree,Mining,Single-family home,yes,51,17819,3
female,Master's degree,Mining,Multiple home,yes,26,172331,1
other,Master's degree,Retail industry,Single-family home,no,99,88976,0
other,Master's degree,Distribution industry,Multi-family home,no,38,298520,0
female,Doctorate,Forestry,Multi-family home,yes,89,60305,3
male,Doctorate,Retail industry,Multiple home,no,48,359824,2
male,Doctorate,Fishing industry,Multi-family home,no,17,117694,3
female,Doctorate,Manufacturing industry,Officetel,no,80,127683,1
male,Master's degree,Service industry,Multi-family home,no,17,243626,3
female,Doctorate,Mining,Apartment,no,24,384866,1
female,High school graduate,Fishing industry,Apartment,no,6,169724,3
other,Middle school graduate,Wholesale industry,Townhouse,yes,85,95088,1
female,Master's degree,Water industry,Single-family home,no,88,254817,3
male,Middle school graduate,Fishing industry,Townhouse,no,10,443042,1
female,Elementary school graduate,Fishing industry,Townhouse,yes,37,461905,0
female,Middle school graduate,Wholesale industry,Multi-family home,no,35,348507,3
male,Middle school graduate,Broadcasting industry,Single-family home,yes,99,304216,2
other,Bachelor's degree,Broadcasting industry,Officetel,yes,48,472974,3
male,Master's degree,Manufacturing industry,Townhouse,no,18,329261,0
male,Master's degree,Manufacturing industry,Single-family home,yes,67,249545,1
other,Elementary school graduate,Fishing industry,Officetel,yes,31,79718,3
male,Bachelor's degree,Maintenance industry,Single-family home,yes,35,365679,0
other,High school graduate,Mining,Officetel,no,46,440952,0
other,Doctorate,Retail industry,Multiple home,yes,47,361850,0
other,Master's degree,Fishing industry,Multi-family home,no,75,227413,2
male,High school graduate,Retail industry,Townhouse,yes,14,402662,0
male,Bachelor's degree,Distribution industry,Multi-family home,yes,51,197957,1
other,Bachelor's degree,Gas industry,Officetel,no,61,253638,2
female,Bachelor's degree,Broadcasting industry,Apartment,yes,2,349877,2
other,Master's degree,Broadcasting industry,Multi-family home,yes,23,34860,0
male,Elementary school graduate,Mining,Townhouse,no,69,289678,1
male,Bachelor's degree,Distribution industry,Multi-family home,yes,51,197957,1
other,Middle school graduate,Agriculture,Single-family home,no,52,267468,1
male,Master's degree,Service industry,Multi-family home,no,17,243626,3
other,Bachelor's degree,Electric power industry,Apartment,yes,65,98720,0
other,Doctorate,Service industry,Apartment,no,43,437552,0
male,Bachelor's degree,Fishing industry,Multiple home,no,62,185959,3
other,Middle school graduate,Gas industry,Townhouse,no,61,250754,3
male,Bachelor's degree,Distribution industry,Single-family home,no,4,261501,1
other,High school graduate,Service industry,Multi-family home,yes,13,58962,1
female,Master's degree,Retail industry,Single-family home,no,42,102832,0
male,Doctorate,Fishing industry,Multiple home,yes,50,371628,3
other,Bachelor's degree,Retail industry,Multi-family home,yes,67,209801,2
male,Middle school graduate,Broadcasting industry,Apartment,no,80,435644,3
female,Elementary school graduate,Fishing industry,Townhouse,yes,91,149244,2
female,Elementary school graduate,Service industry,Officetel,yes,45,399067,3
male,Doctorate,Fishing industry,Single-family home,no,92,225639,2
male,Middle school graduate,Repair industry,Single-family home,no,41,49273,1
other,Middle school graduate,Maintenance industry,Multi-family home,yes,65,140991,3
male,Elementary school graduate,Mining,Townhouse,no,88,395513,3
male,High school graduate,Water industry,Multiple home,yes,22,468922,2
male,High school graduate,Water industry,Multiple home,no,87,145422,1
male,Bachelor's degree,Manufacturing industry,Townhouse,yes,52,104719,0
female,Bachelor's degree,Manufacturing industry,Apartment,no,55,160142,3
other,Middle school graduate,Gas industry,Multiple home,yes,36,148052,0
male,Doctorate,Insurance industry,Townhouse,no,53,359172,2
male,Doctorate,Manufacturing industry,Officetel,no,19,450912,1
other,Master's degree,Insurance industry,Townhouse,yes,56,235911,0
female,High school graduate,Fishing industry,Officetel,no,80,181519,3
other,Doctorate,Finance industry,Apartment,no,45,16502,0
female,Middle school graduate,Construction industry,Townhouse,yes,50,438058,2
male,Master's degree,Mining,Apartment,yes,90,92859,1
male,Master's degree,Wholesale industry,Apartment,yes,53,348616,3
other,High school graduate,Mining,Multiple home,no,64,360551,3
other,Doctorate,Maintenance industry,Multiple home,yes,53,410669,3
female,Master's degree,Service industry,Multi-family home,yes,83,167314,3
other,Bachelor's degree,Water industry,Multi-family home,yes,30,15730,0
other,Master's degree,Insurance industry,Townhouse,yes,56,235911,0
female,Doctorate,Wholesale industry,Apartment,yes,58,34041,3
female,Master's degree,Repair industry,Single-family home,no,42,393408,2
female,Middle school graduate,Agriculture,Apartment,no,50,38946,1
other,Elementary school graduate,Agriculture,Multiple home,no,44,344700,2
female,Middle school graduate,Forestry,Single-family home,no,71,22459,2
other,Master's degree,Wholesale industry,Apartment,no,60,322609,0
male,Doctorate,Manufacturing industry,Multiple home,no,94,329636,0
female,Elementary school graduate,Manufacturing industry,Multi-family home,no,20,120575,2
female,Bachelor's degree,Insurance industry,Apartment,no,80,77483,1
other,Elementary school graduate,Distribution industry,Multiple home,no,57,344038,1
female,Master's degree,Gas industry,Multi-family home,no,19,441955,3
other,Bachelor's degree,Electric power industry,Multiple home,no,77,240507,1
male,Elementary school graduate,Agriculture,Townhouse,yes,59,256248,2
male,Doctorate,Maintenance industry,Officetel,yes,16,138735,1
male,High school graduate,Insurance industry,Multiple home,no,77,176160,2
female,Middle school graduate,Service industry,Townhouse,no,43,438764,0
female,Bachelor's degree,Manufacturing industry,Officetel,no,79,185912,2
female,Doctorate,Wholesale industry,Apartment,yes,58,34041,3
male,Master's degree,Mining,Apartment,yes,67,333586,0
male,Master's degree,Broadcasting industry,Apartment,no,85,458381,0
other,High school graduate,Fishing industry,Multi-family home,no,99,461356,0
female,Doctorate,Retail industry,Multiple home,no,35,311479,2
female,Middle school graduate,Wholesale industry,Multi-family home,no,35,348507,3
female,Master's degree,Fishing industry,Officetel,no,93,74285,3
other,High school graduate,Electric power industry,Townhouse,no,52,24026,1
other,High school graduate,Fishing industry,Townhouse,yes,14,148523,3
female,Doctorate,Fishing industry,Officetel,yes,17,491279,0
female,Master's degree,Forestry,Officetel,no,94,249603,1
male,Elementary school graduate,Construction industry,Townhouse,no,87,327967,3
other,Master's degree,Insurance industry,Townhouse,yes,56,235911,0
other,Middle school graduate,Mining,Officetel,no,55,290401,3
other,Bachelor's degree,Electric power industry,Apartment,no,44,179523,3
other,Doctorate,Fishing industry,Townhouse,yes,37,298526,0
other,High school graduate,Mining,Multiple home,no,64,360551,3
female,Bachelor's degree,Broadcasting industry,Apartment,yes,2,349877,2
male,Bachelor's degree,Fishing industry,Single-family home,yes,50,348507,2
other,Master's degree,Finance industry,Multiple home,no,11,77936,2
male,Doctorate,Forestry,Multiple home,yes,83,461381,1
other,High school graduate,Agriculture,Single-family home,no,66,252188,2
other,Bachelor's degree,Service industry,Officetel,no,47,274003,0
female,Elementary school graduate,Finance industry,Apartment,yes,62,199265,3
other,Middle school graduate,Distribution industry,Single-family home,yes,85,475196,3
other,High school graduate,Retail industry,Apartment,no,7,72831,1
other,High school graduate,Fishing industry,Multi-family home,no,77,281701,2
female,Middle school graduate,Distribution industry,Multi-family home,yes,46,188019,0
other,Master's degree,Forestry,Townhouse,yes,35,181348,2
male,Middle school graduate,Electric power industry,Multiple home,no,54,351607,2
other,Elementary school graduate,Distribution industry,Single-family home,no,52,435132,1
female,Middle school graduate,Electric power industry,Multiple home,yes,40,259885,0
other,Middle school graduate,Finance industry,Multiple home,no,18,61348,1
female,Bachelor's degree,Retail industry,Officetel,yes,83,69424,3
female,Elementary school graduate,Fishing industry,Multi-family home,yes,28,249347,0
other,High school graduate,Fishing industry,Apartment,no,58,360844,1
male,Elementary school graduate,Distribution industry,Multi-family home,no,23,376250,0
other,Middle school graduate,Wholesale industry,Townhouse,yes,41,217069,1
female,Elementary school graduate,Maintenance industry,Apartment,yes,37,237502,1
male,Doctorate,Manufacturing industry,Multiple home,no,94,329636,0
other,Master's degree,Distribution industry,Multi-family home,no,38,298520,0
male,Middle school graduate,Finance industry,Townhouse,no,88,320616,2
other,High school graduate,Electric power industry,Townhouse,yes,87,222899,3
other,Bachelor's degree,Retail industry,Townhouse,no,36,301350,1
female,Middle school graduate,Construction industry,Apartment,no,95,493814,2
other,Elementary school graduate,Wholesale industry,Townhouse,yes,73,20737,3
male,Doctorate,Broadcasting industry,Multi-family home,no,11,364722,2
male,Doctorate,Broadcasting industry,Multiple home,yes,76,64609,1
other,Elementary school graduate,Fishing industry,Officetel,yes,51,495881,0
male,High school graduate,Water industry,Townhouse,yes,94,214314,1
male,Elementary school graduate,Construction industry,Single-family home,yes,8,352166,0
male,Master's degree,Gas industry,Single-family home,yes,2,368879,0
male,Master's degree,Mining,Multi-family home,no,51,61303,2
other,Bachelor's degree,Retail industry,Officetel,yes,89,248922,1
other,Bachelor's degree,Retail industry,Townhouse,no,41,453323,2
male,Elementary school graduate,Fishing industry,Single-family home,no,9,206391,0
male,Elementary school graduate,Wholesale industry,Multi-family home,yes,38,399845,0
male,Middle school graduate,Broadcasting industry,Single-family home,yes,99,304216,2
male,Master's degree,Fishing industry,Multi-family home,yes,80,278370,2
other,Middle school graduate,Finance industry,Townhouse,yes,85,378488,2
other,Doctorate,Retail industry,Multiple home,yes,47,361850,0
other,Middle school graduate,Gas industry,Multiple home,yes,36,148052,0
female,Master's degree,Finance industry,Multiple home,yes,3,251268,1
other,Bachelor's degree,Maintenance industry,Apartment,no,68,127306,1
other,Elementary school graduate,Electric power industry,Multiple home,no,66,217373,0
other,High school graduate,Water industry,Officetel,yes,103,188371,0
male,Elementary school graduate,Wholesale industry,Multi-family home,yes,38,399845,0
male,Doctorate,Service industry,Multi-family home,no,86,261093,1
other,Doctorate,Water industry,Apartment,no,65,86976,1
female,Middle school graduate,Construction industry,Single-family home,no,50,112337,2
male,Middle school graduate,Forestry,Officetel,no,44,407221,1
female,Elementary school graduate,Retail industry,Apartment,yes,36,369617,2
other,High school graduate,Electric power industry,Townhouse,yes,84,192898,3
male,Middle school graduate,Repair industry,Single-family home,no,41,49273,1
male,Master's degree,Manufacturing industry,Officetel,yes,3,63658,0
male,Bachelor's degree,Broadcasting industry,Single-family home,yes,46,413632,3
female,Elementary school graduate,Construction industry,Officetel,yes,89,420893,0
male,Bachelor's degree,Maintenance industry,Single-family home,yes,35,365679,0
male,Bachelor's degree,Distribution industry,Townhouse,no,95,36497,3
other,Doctorate,Finance industry,Officetel,yes,73,9520,3
male,Master's degree,Manufacturing industry,Officetel,yes,3,63658,0
male,Middle school graduate,Manufacturing industry,Apartment,yes,59,472103,3
other,Middle school graduate,Maintenance industry,Multi-family home,yes,65,140991,3
male,Elementary school graduate,Agriculture,Multiple home,no,4,220246,1
female,Bachelor's degree,Manufacturing industry,Officetel,yes,80,391334,2
male,Doctorate,Fishing industry,Apartment,yes,74,264021,1
male,Elementary school graduate,Electric power industry,Officetel,no,48,295334,1
other,Bachelor's degree,Retail industry,Townhouse,no,41,453323,2
female,Middle school graduate,Agriculture,Apartment,no,50,38946,1
female,Master's degree,Insurance industry,Apartment,yes,18,443420,3
male,Doctorate,Mining,Single-family home,yes,91,19480,3
female,Elementary school graduate,Agriculture,Single-family home,yes,87,141364,0
female,High school graduate,Agriculture,Multi-family home,no,56,135827,2
other,Elementary school graduate,Water industry,Officetel,no,59,128323,1
